0,0
3865,2080.0,0.0,0.000,0.020,0.040,0,0
3905,2080.0,0.0,0.000,0.017,0.030,0,0
3925,2080.0,0.0,0.000,0.016,0.027,0,0
3945,2080.0,0.0,0.000,0.015,0.024,0,0
3965,2080.0,0.0,0.000,0.014,0.022,0,0
3985,2080.0,0.0,0.000,0.014,0.020,0,1
---- CSV DUMP END ----
---- CSV DUMP BEGIN ----
t_ms,pos_mm,remain_mm,v_cmd_mps,v_act_raw_mps,v_act_filt_mps,duty,state
403,0.0,2000.0,0.030,0.000,0.000,4,0
423,0.0,2000.0,0.060,0.000,0.000,9,0
443,0.0,2000.0,0.090,0.000,0.000,13,0
463,0.0,2000.0,0.120,0.000,0.000,18,0
483,0.0,2000.0,0.150,0.000,0.000,22,0
503,0.0,2000.0,0.180,0.000,0.000,27,0
523,0.0,2000.0,0.210,0.000,0.000,32,0
543,0.0,2000.0,0.240,0.000,0.000,36,0
563,0.0,2000.0,0.270,0.000,0.000,41,0
583,0.0,2000.0,0.300,0.000,0.000,45,0
603,0.0,2000.0,0.330,0.000,0.000,50,0
623,0.0,2000.0,0.360,0.000,0.000,55,0
643,0.0,2000.0,0.390,0.000,0.000,60,0
663,0.0,2000.0,0.420,0.000,0.000,64,0
683,0.0,2000.0,0.450,0.000,0.000,69,0
703,0.0,2000.0,0.480,0.000,0.000,74,0
723,15.0,1985.0,0.510,0.517,0.129,59,0
743,25.0,1975.0,0.540,1.640,0.507,29,0
763,25.0,1975.0,0.570,0.236,0.439,22,0
783,35.0,1965.0,0.600,0.326,0.411,31,0
803,45.0,1955.0,0.630,0.494,0.432,32,0
823,55.0,1945.0,0.660,0.931,0.556,18,0
843,65.0,1935.0,0.690,1.485,0.789,-11,0
863,65.0,1935.0,0.720,0.240,0.652,13,0
883,75.0,1925.0,0.750,0.311,0.566,30,0
903,85.0,1915.0,0.780,0.487,0.546,38,0
923,95.0,1905.0,0.810,1.399,0.760,10,0
943,100.0,1900.0,0.840,0.224,0.626,35,0
963,105.0,1895.0,0.870,0.266,0.536,53,0
983,115.0,1885.0,0.900,0.375,0.496,64,0
1003,125.0,1875.0,0.930,0.487,0.494,69,0
1023,135.0,1865.0,0.960,0.494,0.494,74,0
1043,145.0,1855.0,0.990,0.438,0.480,81,0
1063,155.0,1845.0,1.020,0.357,0.449,90,0
1083,170.0,1830.0,1.050,0.348,0.424,99,0
1103,175.0,1825.0,1.080,0.372,0.411,106,0
1123,185.0,1815.0,1.110,0.398,0.408,111,0
1143,200.0,1800.0,1.140,3.331,1.139,81,0
1163,205.0,1795.0,1.170,0.482,0.975,51,0
1183,215.0,1785.0,1.200,0.478,0.850,59,0
1203,220.0,1780.0,1.230,0.263,0.703,85,0
1223,225.0,1775.0,1.260,0.163,0.568,111,0
1243,240.0,1760.0,1.290,0.541,0.561,117,0
1263,255.0,1745.0,1.320,0.565,0.562,121,0
1283,265.0,1735.0,1.350,0.595,0.570,125,0
1303,280.0,1720.0,1.380,0.637,0.587,128,0
1323,290.0,1710.0,1.410,0.669,0.607,130,0
1343,305.0,1695.0,1.440,0.713,0.634,131,0
1363,315.0,1685.0,1.470,0.488,0.597,141,0
1383,330.0,1670.0,1.500,0.740,0.633,141,0
1403,350.0,1650.0,1.500,0.778,0.669,136,0
1423,365.0,1635.0,1.500,0.746,0.688,133,0
1443,375.0,1625.0,1.500,0.847,0.728,128,0
1463,395.0,1605.0,1.500,0.893,0.769,122,0
1483,410.0,1590.0,1.500,0.908,0.804,117,0
1503,425.0,1575.0,1.500,0.950,0.841,112,0
1523,440.0,1560.0,1.500,0.474,0.749,127,0
1543,455.0,1545.0,1.500,1.016,0.816,117,0
1563,470.0,1530.0,1.500,1.041,0.872,109,0
1583,480.0,1520.0,1.500,0.390,0.751,127,0
1603,490.0,1510.0,1.500,1.075,0.832,116,0
1623,500.0,1500.0,1.500,1.059,0.889,108,0
1643,515.0,1485.0,1.500,1.150,0.954,98,0
1663,535.0,1465.0,1.500,1.120,0.996,92,0
1683,555.0,1445.0,1.500,1.094,1.020,89,0
1703,580.0,1420.0,1.500,1.068,1.032,87,0
1723,600.0,1400.0,1.500,1.113,1.052,84,0
1743,615.0,1385.0,1.500,0.542,0.925,104,0
1763,630.0,1370.0,1.500,0.466,0.810,122,0
1783,650.0,1350.0,1.500,1.105,0.884,111,0
1803,675.0,1325.0,1.500,1.129,0.945,102,0
1823,695.0,1305.0,1.500,1.132,0.992,95,0
1843,720.0,1280.0,1.500,1.144,1.030,90,0
1863,740.0,1260.0,1.500,1.128,1.054,86,0
1883,760.0,1240.0,1.500,1.142,1.076,83,0
1903,785.0,1215.0,1.500,1.131,1.090,82,0
1923,805.0,1195.0,1.500,1.149,1.105,80,0
1943,830.0,1170.0,1.500,1.152,1.116,78,0
1963,850.0,1150.0,1.500,1.115,1.116,78,0
1983,860.0,1140.0,1.500,1.086,1.109,80,0
2005,885.0,1115.0,1.493,1.145,1.118,78,0
2025,905.0,1095.0,1.480,1.124,1.120,76,0
2045,930.0,1070.0,1.463,1.114,1.118,73,0
2065,950.0,1050.0,1.449,1.111,1.116,72,0
2085,975.0,1025.0,1.432,1.124,1.118,69,0
2105,995.0,1005.0,1.418,1.090,1.111,68,0
2125,1015.0,985.0,1.404,1.099,1.108,67,0
2145,1035.0,965.0,1.389,1.096,1.105,65,0
2165,1060.0,940.0,1.371,1.084,1.100,64,0
2185,1080.0,920.0,1.356,1.058,1.089,63,0
2205,1100.0,900.0,1.342,1.081,1.087,61,0
2225,1120.0,880.0,1.327,1.055,1.079,60,0
2245,1145.0,855.0,1.308,1.030,1.067,60,0
2265,1165.0,835.0,1.292,1.067,1.067,57,0
2285,1185.0,815.0,1.277,1.020,1.055,57,0
2305,1205.0,795.0,1.261,1.026,1.048,56,0
2325,1225.0,775.0,1.245,1.031,1.044,54,0
2345,1245.0,755.0,1.229,1.003,1.034,53,0
2365,1265.0,735.0,1.212,0.990,1.023,53,0
2385,1285.0,715.0,1.196,0.971,1.010,52,0
2405,1305.0,695.0,1.179,0.952,0.995,52,0
2425,1325.0,675.0,1.162,0.952,0.985,51,0
2445,1340.0,660.0,1.149,0.943,0.974,51,0
2465,1360.0,640.0,1.131,0.917,0.960,50,0
2485,1380.0,620.0,1.114,0.915,0.949,50,0
2505,1400.0,600.0,1.095,0.917,0.941,48,0
2525,1415.0,585.0,1.082,0.885,0.927,48,0
2545,1435.0,565.0,1.063,0.860,0.910,48,0
2565,1445.0,555.0,1.054,0.542,0.818,61,0
2585,1460.0,540.0,1.039,0.886,0.835,56,0
2605,1475.0,525.0,1.025,0.857,0.841,53,0
2625,1495.0,505.0,1.005,0.843,0.841,50,0
2645,1510.0,490.0,0.990,0.854,0.844,47,0
2665,1525.0,475.0,0.975,0.835,0.842,46,0
2685,1545.0,455.0,0.955,0.826,0.838,43,0
2705,1560.0,440.0,0.938,0.840,0.839,41,0
2725,1575.0,425.0,0.922,0.800,0.829,40,0
2745,1595.0,405.0,0.902,0.787,0.819,38,0
2765,1610.0,390.0,0.883,0.775,0.808,37,0
2785,1625.0,375.0,0.866,0.758,0.795,37,0
2805,1640.0,360.0,0.849,0.752,0.784,36,0
2825,1655.0,345.0,0.831,0.763,0.779,34,0
2845,1670.0,330.0,0.812,0.725,0.766,33,0
2865,1685.0,315.0,0.794,0.725,0.755,32,0
2885,1700.0,300.0,0.775,0.709,0.744,31,0
2905,1715.0,285.0,0.755,0.897,0.782,22,0
2925,1730.0,270.0,0.735,0.654,0.750,24,0
2945,1745.0,255.0,0.715,0.649,0.725,25,0
2965,1755.0,245.0,0.700,0.658,0.708,25,0
2985,1770.0,230.0,0.680,0.625,0.687,25,0
3005,1780.0,220.0,0.663,0.606,0.667,26,0
3025,1795.0,205.0,0.643,0.595,0.649,25,0
3045,1805.0,195.0,0.624,0.602,0.637,24,0
3065,1815.0,185.0,0.608,0.571,0.621,24,0
3085,1830.0,170.0,0.588,0.552,0.604,24,0
3105,1840.0,160.0,0.568,0.556,0.592,23,0
3125,1855.0,145.0,0.548,0.629,0.601,18,0
3145,1865.0,135.0,0.528,0.532,0.584,18,0
3165,1880.0,120.0,0.508,0.971,0.681,0,0
3185,1890.0,110.0,0.488,0.478,0.630,5,0
3205,1910.0,90.0,0.468,1.391,0.820,-25,0
3225,1920.0,80.0,0.448,0.445,0.726,-15,0
3245,1925.0,75.0,0.428,0.418,0.649,-7,0
3265,1940.0,60.0,0.408,0.440,0.597,-2,0
3285,1950.0,50.0,0.388,0.462,0.563,0,0
3305,1970.0,30.0,0.368,2.257,0.987,-30,0
3325,1980.0,20.0,0.348,0.780,0.935,-60,0
