0,0
3345,1990.0,10.0,0.328,0.506,0.828,-50,0
3365,2000.0,0.0,0.308,0.431,0.729,-38,0
3385,2010.0,0.0,0.288,0.428,0.653,-30,0
3405,2020.0,0.0,0.268,0.484,0.611,-27,0
3425,2030.0,0.0,0.248,0.688,0.630,-33,0
3445,2040.0,0.0,0.228,1.886,0.944,-63,0
3465,2040.0,0.0,0.208,0.229,0.765,-60,0
3485,2050.0,0.0,0.188,0.413,0.677,-50,0
3505,2050.0,0.0,0.168,0.156,0.547,-34,0
3525,2060.0,0.0,0.148,0.295,0.484,-28,0
3545,2060.0,0.0,0.128,0.135,0.397,-18,0
3565,2070.0,0.0,0.108,0.378,0.392,-20,0
3585,2070.0,0.0,0.088,0.151,0.332,-14,0
3605,2070.0,0.0,0.068,0.094,0.272,-9,0
3625,2080.0,0.0,0.048,0.562,0.345,-23,0
3645,2080.0,0.0,0.028,0.178,0.303,-19,0
3665,2080.0,0.0,0.008,0.104,0.253,-15,0
3685,2080.0,0.0,0.000,0.073,0.208,0,0
3705,2080.0,0.0,0.000,0.057,0.170,0,0
3725,2080.0,0.0,0.000,0.046,0.139,0,0
3745,2080.0,0.0,0.000,0.039,0.114,0,0
3765,2080.0,0.0,0.000,0.034,0.094,0,0
3785,2080.0,0.0,0.000,0.030,0.078,0,0
3805,2080.0,0.0,0.000,0.027,0.065,0,0
3825,2080.0,0.0,0.000,0.024,0.055,0,0
3845,2080.0,0.0,0.000,0.022,0.047,0,0
3865,2080.0,0.0,0.000,0.020,0.040,0,0
3885,2080.0,0.0,0.000,0.019,0.035,0,0
3905,2080.0,0.0,0.000,0.017,0.030,0,0
3925,2080.0,0.0,0.000,0.016,0.027,0,0
3945,2080.0,0.0,0.000,0.015,0.024,0,0
3965,2080.0,0.0,0.000,0.014,0.022,0,0
3985,2080.0,0.0,0.000,0.014,0.020,0,1
---- CSV DUMP END ----
